Sample Date	Site	Lake	Transect	Distance	Analyte	Value	Unit
08/04/14	R.L5	Riverwood	L	5	Cl	82.30	mg/L
08/04/14	R.R5	Riverwood	R	5	SO4	7.59	mg/L
08/04/14	R.L5	Riverwood	L	5	SO4	7.63	mg/L
08/04/14	R.R15	Riverwood	R	15	Cl	18.71	mg/L
08/04/14	R.L15	Riverwood	L	15	Cl	81.74	mg/L
08/04/14	R.R15	Riverwood	R	15	SO4	1.60	mg/L
08/04/14	R.L15	Riverwood	L	15	SO4	7.49	mg/L
08/04/14	R.R30	Riverwood	R	30	Cl	33.05	mg/L
08/04/14	R.L30	Riverwood	L	30	Cl	82.09	mg/L
08/04/14	R.R30	Riverwood	R	30	SO4	3.13	mg/L
08/04/14	R.L30	Riverwood	L	30	SO4	7.59	mg/L
08/04/14	R.R50	Riverwood	R	50	Cl	46.48	mg/L
08/04/14	R.L50	Riverwood	L	50	Cl	80.09	mg/L
08/04/14	R.R50	Riverwood	R	50	SO4	3.70	mg/L
08/04/14	R.L50	Riverwood	L	50	SO4	7.37	mg/L
08/04/14	R.R100	Riverwood	R	100	Cl	82.06	mg/L
08/04/14	R.L100	Riverwood	L	100	Cl	82.53	mg/L
08/04/14	R.R100	Riverwood	R	100	SO4	7.52	mg/L
08/04/14	R.L100	Riverwood	L	100	SO4	7.62	mg/L
08/04/14	S.0	Stillwater	0	0	Cl	138.99	mg/L
08/04/14	S.0	Stillwater	0	0	SO4	4.10	mg/L
08/04/14	S.R5	Stillwater	R	5	Cl	34.10	mg/L
08/04/14	S.L5	Stillwater	L	5	Cl	124.17	mg/L
08/04/14	S.R5	Stillwater	R	5	SO4	0.95	mg/L
08/04/14	S.L5	Stillwater	L	5	SO4	3.82	mg/L
08/04/14	S.R15	Stillwater	R	15	Cl	126.23	mg/L
08/04/14	S.L15	Stillwater	L	15	Cl	125.52	mg/L
08/04/14	S.R15	Stillwater	R	15	SO4	3.57	mg/L
08/04/14	S.L15	Stillwater	L	15	SO4	3.62	mg/L
08/04/14	S.R30	Stillwater	R	30	Cl	125.45	mg/L
08/04/14	S.L30	Stillwater	L	30	Cl	127.05	mg/L
08/04/14	S.R30	Stillwater	R	30	SO4	3.31	mg/L
08/04/14	S.L30	Stillwater	L	30	SO4	4.85	mg/L
08/04/14	S.R50	Stillwater	R	50	Cl	125.26	mg/L
08/04/14	S.L50	Stillwater	L	50	Cl	141.02	mg/L
08/04/14	S.R50	Stillwater	R	50	SO4	3.70	mg/L
08/04/14	S.L50	Stillwater	L	50	SO4	3.80	mg/L
08/04/14	S.R100	Stillwater	R	100	Cl	44.13	mg/L
08/04/14	S.L100	Stillwater	L	100	Cl	127.07	mg/L
08/04/14	S.R100	Stillwater	R	100	SO4	1.31	mg/L
08/04/14	S.L100	Stillwater	L	100	SO4	3.60	mg/L
11/28/14	R.0	Riverwood	0	0	SO4	7.41	mg/L
11/28/14	R.R5	Riverwood	R	5	SO4	5.78	mg/L
11/28/14	R.L5	Riverwood	L	5	SO4	6.80	mg/L
11/28/14	R.R15	Riverwood	R	15	SO4	7.41	mg/L
11/28/14	R.L15	Riverwood	L	15	SO4	9.20	mg/L
11/28/14	R.R30	Riverwood	R	30	SO4	6.65	mg/L
11/28/14	R.L30	Riverwood	L	30	SO4	8.55	mg/L
11/28/14	R.R50	Riverwood	R	50	SO4	7.52	mg/L
11/28/14	R.L50	Riverwood	L	50	SO4	5.07	mg/L
11/28/14	R.L100	Riverwood	L	100	SO4	6.28	mg/L
11/28/14	R.R100	Riverwood	R	100	SO4	6.83	mg/L
11/28/14	R.L100	Riverwood	L	100	SO4	6.28	mg/L
11/28/14	S.0	Stillwater	0	0	SO4	4.57	mg/L
11/28/14	S.R5	Stillwater	R	5	SO4	7.52	mg/L
11/28/14	S.L5	Stillwater	L	5	SO4	4.73	mg/L
11/28/14	S.R15	Stillwater	R	15	SO4	2.76	mg/L
11/28/14	S.L15	Stillwater	L	15	SO4	4.97	mg/L
11/28/14	S.R30	Stillwater	R	30	SO4	2.94	mg/L
11/28/14	S.L30	Stillwater	L	30	SO4	4.22	mg/L
11/28/14	S.R50	Stillwater	R	50	SO4	3.91	mg/L
11/28/14	S.L50	Stillwater	L	50	SO4	3.66	mg/L
11/28/14	S.R100	Stillwater	R	100	SO4	3.57	mg/L
11/28/14	S.R100	Stillwater	R	100	SO4	3.57	mg/L
11/28/14	S.L100	Stillwater	L	100	SO4	4.64	mg/L
